id,uniq_id,date_time,city_id,city_name,customer_id,first_name,last_name,item_id,item_name,quantity,payment_amount
43,6708366b307c5a8277281189e52911d1,2023-11-28T00:00:00,2,Ярославль,7309,Константин,Смирнов,1,Молоко 3%,2,240
44,f94c5885bda0f5c5b81a8a68d02d3128,2023-11-28T00:00:00,1,Ростов,6306,Алексей,Смирнов,0,Молоко 1%,4,400
45,3ef7f91b61950e250ce7184467bf2430,2023-11-28T00:00:00,0,Москва,6104,Алексей,Петров,7,Средство для мытья посуды,3,600
46,d5386682ead8d79f4375488f7cc9a50a,2023-11-28T00:00:00,2,Ярославль,3500,Олег,Попов,7,Средство для мытья посуды,3,600
47,ea1af06102171c8e01f6b1ccc07ff408,2023-11-28T00:00:00,1,Ростов,1703,Евгений,Соколов,8,Лампочка LED,5,1500
48,876eae04edd7ef37c6a4ba19166bf1d4,2023-11-28T00:00:00,1,Ростов,0,Иван,Иванов,2,Молоко 5%,1,150
49,2ee2965bb62148d24aa3cb61de052995,2023-11-28T00:00:00,0,Москва,9911,Надежда,Орлова,6,Яблоко,2,280
50,2b48c9527c55cab1f6e4ad5643b6dd9d,2023-11-28T00:00:00,0,Москва,1105,Евгений,Петров,2,Молоко 5%,1,150
51,fb47c54b984852fe4e0c8c9451f33047,2023-11-28T00:00:00,1,Ростов,1712,Евгения,Павлова,0,Молоко 1%,1,100
52,8aa6cc0ae2a93ff377bc66d909d8ae4f,2023-11-28T00:00:00,1,Ростов,6807,Алексей,Михайлов,10,Томаты,3,150
53,c29f19e7c5536d879ecb8ef7e52db470,2023-11-28T00:00:00,1,Ростов,7503,Константин,Попов,11,Хлеб ржаной,3,60
54,8a9dadea315a3e513e1455a49833958a,2023-11-28T00:00:00,1,Ростов,7511,Анна,Лебедева,11,Хлеб ржаной,2,40
55,984ab2ef1e9db17c68a31bc1a6dc3a0a,2023-11-28T00:00:00,1,Ростов,1002,Евгений,Иванов,5,Яблоко молодильное,3,1200
56,bfa091adc8ef5e4e95a9b5162bd59bfd,2023-11-28T00:00:00,1,Ростов,2018,Ольга,Великая,5,Яблоко молодильное,2,800
57,e8b6a0e56a7504bf2bce3f0dcf40e8cf,2023-11-28T00:00:00,2,Ярославль,2408,Петр,Кузнецов,0,Молоко 1%,1,100
58,2e312f06bf30784095d5dd1331649fb7,2023-11-28T00:00:00,2,Ярославль,3502,Олег,Попов,0,Молоко 1%,4,400
59,130f9c42a93fdb9e4c8b241666b66b84,2023-11-28T00:00:00,0,Москва,4716,Екатерина,Павлова,1,Молоко 3%,3,360
60,14707026aeb45ad0f836c77919d209d6,2023-11-28T00:00:00,1,Ростов,3013,Светлана,Великая,10,Томаты,4,200
61,159ba16aee3026b6691e25ebcd4a7c01,2023-11-28T00:00:00,2,Ярославль,116,Александра,Федорова,11,Хлеб ржаной,1,20
62,d67fcd1b0b1ab7e52a1ceec62ac41edd,2023-11-28T00:00:00,1,Ростов,7918,Анна,Орлова,6,Яблоко,1,140
63,1eba7deda4581249fc883deae0b20ded,2023-11-28T00:00:00,1,Ростов,5202,Александр,Сидоров,11,Хлеб ржаной,4,80
64,41c586244fda13d593f97d1c62f530e1,2023-11-28T00:00:00,2,Ярославль,7704,Константин,Соколов,6,Яблоко,3,420
65,368f415059001df1d4bdb4d4a2f986d8,2023-11-28T00:00:00,1,Ростов,7011,Анна,Великая,0,Молоко 1%,4,400
66,b6618edd186981c083fe900d7737316e,2023-11-28T00:00:00,2,Ярославль,2702,Петр,Соколов,2,Молоко 5%,3,450
67,cf970ee6e3df8e69df0df023161575bb,2023-11-28T00:00:00,1,Ростов,8804,Геннадий,Михайлов,2,Молоко 5%,3,450
68,4d6a54b7060a1d45c2d4f20b82d3024e,2023-11-28T00:00:00,0,Москва,3208,Олег,Сидоров,4,Сахар песок,4,200
69,9a2f5b6342ea43227e790900eb8eb230,2023-11-28T00:00:00,1,Ростов,313,Александра,Волкова,6,Яблоко,3,420
70,847ce9e0de28045567b4ec5be01e916e,2023-11-28T00:00:00,1,Ростов,8317,Снежанна,Волкова,8,Лампочка LED,3,900
71,48efd421056be95a36c0c701e751d5ec,2023-11-28T00:00:00,0,Москва,6710,Елизавета,Павлова,1,Молоко 3%,3,360
72,3c2e9940301c71e7ca3882d632c26839,2023-11-28T00:00:00,1,Ростов,7605,Константин,Васильев,6,Яблоко,1,140
73,d16d3596bca954f5fa8c2745227596ba,2023-11-28T00:00:00,1,Ростов,9410,Надежда,Алексеева,6,Яблоко,3,420
74,6a41cee2ca323d3c372bed85f38c00e8,2023-11-28T00:00:00,0,Москва,2102,Петр,Петров,10,Томаты,2,100
75,ff1e70c67237f79bbd314e48426535c1,2023-11-28T00:00:00,2,Ярославль,5115,Оксана,Федорова,0,Молоко 1%,4,400
76,a59d80ce8036c56e5801267840b01b97,2023-11-28T00:00:00,2,Ярославль,5211,Оксана,Морозова,10,Томаты,5,250
77,e4e43cfc8b7e1a045ab95d89625cb2dc,2023-11-28T00:00:00,0,Москва,904,Иван,Новиков,8,Лампочка LED,3,900
78,52d1933d948514b2e1c1667251081dbb,2023-11-28T00:00:00,1,Ростов,6711,Елизавета,Павлова,2,Молоко 5%,3,450
79,64c7a9826403fd38f2e2ccf8af2b2e8a,2023-11-28T00:00:00,2,Ярославль,2209,Петр,Сидоров,0,Молоко 1%,1,100
80,f3a10144e97b5850f4aada1da0b07754,2023-11-28T00:00:00,2,Ярославль,3302,Олег,Смирнов,2,Молоко 5%,3,450
81,adecd455db649b31b840e74673fcb032,2023-11-28T00:00:00,1,Ростов,1510,Евгения,Лебедева,2,Молоко 5%,4,600
82,f943981e7af454837a372fce69f2601f,2023-11-28T00:00:00,0,Москва,5315,Оксана,Волкова,11,Хлеб ржаной,3,60
83,ed12815c6b9f31fc85da002d73b3ab0a,2023-11-28T00:00:00,1,Ростов,919,Александра,Орлова,2,Молоко 5%,4,600
84,763dccca9126be0744ff872e81b13196,2023-11-28T00:00:00,0,Москва,7619,Анна,Егорова,5,Яблоко молодильное,3,1200
85,dd7674a860199e4a8a93af5d6709e5b2,2023-11-28T00:00:00,0,Москва,7409,Константин,Кузнецов,11,Хлеб ржаной,3,60
86,b474046e2694cbd0111c6b98a02fa734,2023-11-28T00:00:00,2,Ярославль,1504,Евгений,Попов,11,Хлеб ржаной,4,80
87,5945bf1665155830f005c378756a894b,2023-11-28T00:00:00,2,Ярославль,4212,Екатерина,Морозова,6,Яблоко,4,560
88,367ff88d2f23cbd7a64c2cdae19670d8,2023-11-28T00:00:00,2,Ярославль,6104,Алексей,Петров,10,Томаты,5,250
89,046a3e32787adbb47319a905cf4edfb1,2023-11-28T00:00:00,2,Ярославль,2201,Петр,Сидоров,11,Хлеб ржаной,5,100
90,114ae8c10011040b9267b5cdb88dff5e,2023-11-28T00:00:00,2,Ярославль,9112,Надежда,Федорова,8,Лампочка LED,3,900
91,881aa0ff6d9475b1c17c83a0417c2df3,2023-11-28T00:00:00,0,Москва,8501,Геннадий,Попов,11,Хлеб ржаной,4,80
92,9875c7ff53130ec49b74613378af5870,2023-11-28T00:00:00,1,Ростов,6208,Алексей,Сидоров,9,Ручка шариковая,5,225
93,367753e1040e2278cedf4dc553f8ccfc,2023-11-28T00:00:00,2,Ярославль,7613,Анна,Егорова,8,Лампочка LED,5,1500
94,5083418a7b4986c6e38fdcbd2fffc5c2,2023-11-28T00:00:00,2,Ярославль,8708,Геннадий,Соколов,11,Хлеб ржаной,5,100
95,52c36099efb397e492c62525b910ec64,2023-11-28T00:00:00,1,Ростов,7200,Константин,Сидоров,10,Томаты,1,50
96,239cff8329f44eb2805886182b5fafc7,2023-11-28T00:00:00,0,Москва,3313,Светлана,Волкова,10,Томаты,5,250
97,1583467d4d22e5c36fb09839fc7add39,2023-11-28T00:00:00,0,Москва,913,Александра,Орлова,3,Устройство для нагревания табака Трубка Мира,1,500
98,ab3db78f197557a3df150c6c56937f91,2023-11-28T00:00:00,0,Москва,9900,Эдуард,Новиков,1,Молоко 3%,2,240
99,7e7eb453d6b273aeff4d4433430f7bf6,2023-11-28T00:00:00,1,Ростов,8805,Геннадий,Михайлов,7,Средство для мытья посуды,5,1000
100,01058e14e416baa0d686d5f9aa0259c0,2023-11-28T00:00:00,0,Москва,6003,Алексей,Иванов,10,Томаты,5,250
101,2e83b2f4f06145a6ff58d72fa68024e1,2023-11-28T00:00:00,0,Москва,4515,Екатерина,Лебедева,11,Хлеб ржаной,5,100
102,e2acfc16c3daa468c8d9fd5ae2593711,2023-11-28T00:00:00,2,Ярославль,2902,Петр,Новиков,2,Молоко 5%,3,450
103,35a38f1acfc31fed99268c3d56c8fde8,2023-11-28T00:00:00,0,Москва,3701,Олег,Соколов,6,Яблоко,5,700
104,55907bfe98fdf9abf0badddb8b0d0b73,2023-11-28T00:00:00,0,Москва,1518,Евгения,Лебедева,11,Хлеб ржаной,3,60
105,3e76ac29fe1b4f81783936210fe160d2,2023-11-28T00:00:00,0,Москва,4204,Сергей,Сидоров,6,Яблоко,2,280
106,132becadd438a22c5d0fa912387662f5,2023-11-28T00:00:00,2,Ярославль,3008,Олег,Иванов,2,Молоко 5%,3,450
107,9c6a81b1a2bfc92149f336305dba5b00,2023-11-28T00:00:00,2,Ярославль,6707,Алексей,Соколов,1,Молоко 3%,4,480
108,a99a5f096af53e49835eed109ecf9dd4,2023-11-28T00:00:00,2,Ярославль,319,Александра,Волкова,5,Яблоко молодильное,4,1600
109,b113413214726178db0c5c69ee70b8f4,2023-11-28T00:00:00,1,Ростов,2005,Петр,Иванов,0,Молоко 1%,1,100
110,bb2e5e13ed3ced9bbb740a116ca7aec8,2023-11-28T00:00:00,2,Ярославль,4216,Екатерина,Морозова,8,Лампочка LED,4,1200
111,7bca352b5b4e3352684774cee6b35e3c,2023-11-28T00:00:00,0,Москва,3916,Светлана,Орлова,3,Устройство для нагревания табака Трубка Мира,5,2500
112,0fad5cedac488c39948254936236e5da,2023-11-28T00:00:00,2,Ярославль,3315,Светлана,Волкова,5,Яблоко молодильное,3,1200
113,aa4c87a3e8ef282525d882c8023711ac,2023-11-28T00:00:00,0,Москва,4611,Екатерина,Егорова,1,Молоко 3%,4,480
114,0cb01841726d5dca81b5cf74ee86ed0a,2023-11-28T00:00:00,2,Ярославль,2114,Ольга,Федорова,7,Средство для мытья посуды,5,1000
115,7c3a385328e5bce03e7546b0877161be,2023-11-28T00:00:00,0,Москва,5701,Александр,Соколов,3,Устройство для нагревания табака Трубка Мира,2,1000
116,77f98a556793ee150e9584720486589b,2023-11-28T00:00:00,0,Москва,3411,Светлана,Алексеева,8,Лампочка LED,1,300
117,30eb23e1318c12886ccebc10a5b0e9ed,2023-11-28T00:00:00,2,Ярославль,319,Александра,Волкова,6,Яблоко,3,420
118,a1f5b4840073c272278c8242796507dd,2023-11-28T00:00:00,0,Москва,8714,Снежанна,Павлова,7,Средство для мытья посуды,5,1000
119,f51d3384d9972a11d3be67cc8cc250ec,2023-11-28T00:00:00,2,Ярославль,2902,Петр,Новиков,6,Яблоко,5,700
120,0fde2650eaaa912c1d2177f45f1ba44a,2023-11-28T00:00:00,0,Москва,8310,Снежанна,Волкова,5,Яблоко молодильное,3,1200
121,3fad14af3741b569b9c4f7d4cef77360,2023-11-28T00:00:00,2,Ярославль,6001,Алексей,Иванов,8,Лампочка LED,5,1500
122,680aca112ee5742a3d1452f75f53c426,2023-11-28T00:00:00,2,Ярославль,3806,Олег,Михайлов,5,Яблоко молодильное,1,400
123,f01bce96dec34c515581537bb1e23ea3,2023-11-28T00:00:00,2,Ярославль,4915,Екатерина,Орлова,8,Лампочка LED,5,1500
124,dfca7d0c8acbc864129fa780c139f2ce,2023-11-28T00:00:00,1,Ростов,2004,Петр,Иванов,3,Устройство для нагревания табака Трубка Мира,3,1500
125,bd2d57428dfa762331c4946e78a5126a,2023-11-28T00:00:00,0,Москва,6804,Алексей,Михайлов,10,Томаты,5,250
126,94e5c873298c1adf9f27530cd6f5749b,2023-11-28T00:00:00,2,Ярославль,3013,Светлана,Великая,10,Томаты,4,200
127,159ba16aee3026b6691e25ebcd4a7c01,2023-11-28T00:00:00,2,Ярославль,116,Александра,Федорова,11,Хлеб ржаной,1,20
128,d67fcd1b0b1ab7e52a1ceec62ac41edd,2023-11-28T00:00:00,1,Ростов,7918,Анна,Орлова,6,Яблоко,1,140
129,1eba7deda4581249fc883deae0b20ded,2023-11-28T00:00:00,1,Ростов,5202,Александр,Сидоров,11,Хлеб ржаной,4,80
130,41c586244fda13d593f97d1c62f530e1,2023-11-28T00:00:00,2,Ярославль,7704,Константин,Соколов,6,Яблоко,3,420
131,368f415059001df1d4bdb4d4a2f986d8,2023-11-28T00:00:00,1,Ростов,7011,Анна,Великая,0,Молоко 1%,4,400
132,b6618edd186981c083fe900d7737316e,2023-11-28T00:00:00,2,Ярославль,2702,Петр,Соколов,2,Молоко 5%,3,450
133,cf970ee6e3df8e69df0df023161575bb,2023-11-28T00:00:00,1,Ростов,8804,Геннадий,Михайлов,2,Молоко 5%,3,450
134,4d6a54b7060a1d45c2d4f20b82d3024e,2023-11-28T00:00:00,0,Москва,3208,Олег,Сидоров,4,Сахар песок,4,200
135,9a2f5b6342ea43227e790900eb8eb230,2023-11-28T00:00:00,1,Ростов,313,Александра,Волкова,6,Яблоко,3,420
136,847ce9e0de28045567b4ec5be01e916e,2023-11-28T00:00:00,1,Ростов,8317,Снежанна,Волкова,8,Лампочка LED,3,900
137,48efd421056be95a36c0c701e751d5ec,2023-11-28T00:00:00,0,Москва,6710,Елизавета,Павлова,1,Молоко 3%,3,360
138,3c2e9940301c71e7ca3882d632c26839,2023-11-28T00:00:00,1,Ростов,7605,Константин,Васильев,6,Яблоко,1,140
139,d16d3596bca954f5fa8c2745227596ba,2023-11-28T00:00:00,1,Ростов,9410,Надежда,Алексеева,6,Яблоко,3,420
140,6a41cee2ca323d3c372bed85f38c00e8,2023-11-28T00:00:00,0,Москва,2102,Петр,Петров,10,Томаты,2,100
141,ff1e70c67237f79bbd314e48426535c1,2023-11-28T00:00:00,2,Ярославль,5115,Оксана,Федорова,0,Молоко 1%,4,400
142,a59d80ce8036c56e5801267840b01b97,2023-11-28T00:00:00,2,Ярославль,5211,Оксана,Морозова,10,Томаты,5,250
143,e4e43cfc8b7e1a045ab95d89625cb2dc,2023-11-28T00:00:00,0,Москва,904,Иван,Новиков,8,Лампочка LED,3,900
144,52d1933d948514b2e1c1667251081dbb,2023-11-28T00:00:00,1,Ростов,6711,Елизавета,Павлова,2,Молоко 5%,3,450
145,64c7a9826403fd38f2e2ccf8af2b2e8a,2023-11-28T00:00:00,2,Ярославль,2209,Петр,Сидоров,0,Молоко 1%,1,100
146,f3a10144e97b5850f4aada1da0b07754,2023-11-28T00:00:00,2,Ярославль,3302,Олег,Смирнов,2,Молоко 5%,3,450
147,adecd455db649b31b840e74673fcb032,2023-11-28T00:00:00,1,Ростов,1510,Евгения,Лебедева,2,Молоко 5%,4,600
148,f943981e7af454837a372fce69f2601f,2023-11-28T00:00:00,0,Москва,5315,Оксана,Волкова,11,Хлеб ржаной,3,60
149,ed12815c6b9f31fc85da002d73b3ab0a,2023-11-28T00:00:00,1,Ростов,919,Александра,Орлова,2,Молоко 5%,4,600
150,763dccca9126be0744ff872e81b13196,2023-11-28T00:00:00,0,Москва,7619,Анна,Егорова,5,Яблоко молодильное,3,1200
151,dd7674a860199e4a8a93af5d6709e5b2,2023-11-28T00:00:00,0,Москва,7409,Константин,Кузнецов,11,Хлеб ржаной,3,60
152,b474046e2694cbd0111c6b98a02fa734,2023-11-28T00:00:00,2,Ярославль,1504,Евгений,Попов,11,Хлеб ржаной,4,80
153,5945bf1665155830f005c378756a894b,2023-11-28T00:00:00,2,Ярославль,4212,Екатерина,Морозова,6,Яблоко,4,560
154,367ff88d2f23cbd7a64c2cdae19670d8,2023-11-28T00:00:00,2,Ярославль,6104,Алексей,Петров,10,Томаты,5,250
155,046a3e32787adbb47319a905cf4edfb1,2023-11-28T00:00:00,2,Ярославль,2201,Петр,Сидоров,11,Хлеб ржаной,5,100
156,114ae8c10011040b9267b5cdb88dff5e,2023-11-28T00:00:00,2,Ярославль,9112,Надежда,Федорова,8,Лампочка LED,3,900
157,881aa0ff6d9475b1c17c83a0417c2df3,2023-11-28T00:00:00,0,Москва,8501,Геннадий,Попов,11,Хлеб ржаной,4,80
158,9875c7ff53130ec49b74613378af5870,2023-11-28T00:00:00,1,Ростов,6208,Алексей,Сидоров,9,Ручка шариковая,5,225
159,367753e1040e2278cedf4dc553f8ccfc,2023-11-28T00:00:00,2,Ярославль,7613,Анна,Егорова,8,Лампочка LED,5,1500
160,5083418a7b4986c6e38fdcbd2fffc5c2,2023-11-28T00:00:00,2,Ярославль,8708,Геннадий,Соколов,11,Хлеб ржаной,5,100
161,52c36099efb397e492c62525b910ec64,2023-11-28T00:00:00,1,Ростов,7200,Константин,Сидоров,10,Томаты,1,50
162,239cff8329f44eb2805886182b5fafc7,2023-11-28T00:00:00,0,Москва,3313,Светлана,Волкова,10,Томаты,5,250
163,1583467d4d22e5c36fb09839fc7add39,2023-11-28T00:00:00,0,Москва,913,Александра,Орлова,3,Устройство для нагревания табака Трубка Мира,1,500
164,ab3db78f197557a3df150c6c56937f91,2023-11-28T00:00:00,0,Москва,9900,Эдуард,Новиков,1,Молоко 3%,2,240
165,7e7eb453d6b273aeff4d4433430f7bf6,2023-11-28T00:00:00,1,Ростов,8805,Геннадий,Михайлов,7,Средство для мытья посуды,5,1000
166,01058e14e416baa0d686d5f9aa0259c0,2023-11-28T00:00:00,0,Москва,6003,Алексей,Иванов,10,Томаты,5,250
167,2e83b2f4f06145a6ff58d72fa68024e1,2023-11-28T00:00:00,0,Москва,4515,Екатерина,Лебедева,11,Хлеб ржаной,5,100
168,e2acfc16c3daa468c8d9fd5ae2593711,2023-11-28T00:00:00,2,Ярославль,2902,Петр,Новиков,2,Молоко 5%,3,450
169,35a38f1acfc31fed99268c3d56c8fde8,2023-11-28T00:00:00,0,Москва,3701,Олег,Соколов,6,Яблоко,5,700
170,55907bfe98fdf9abf0badddb8b0d0b73,2023-11-28T00:00:00,0,Москва,1518,Евгения,Лебедева,11,Хлеб ржаной,3,60
171,3e76ac29fe1b4f81783936210fe160d2,2023-11-28T00:00:00,0,Москва,4204,Сергей,Сидоров,6,Яблоко,2,280
172,132becadd438a22c5d0fa912387662f5,2023-11-28T00:00:00,2,Ярославль,3008,Олег,Иванов,2,Молоко 5%,3,450
173,9c6a81b1a2bfc92149f336305dba5b00,2023-11-28T00:00:00,2,Ярославль,6707,Алексей,Соколов,1,Молоко 3%,4,480
174,a99a5f096af53e49835eed109ecf9dd4,2023-11-28T00:00:00,2,Ярославль,319,Александра,Волкова,5,Яблоко молодильное,4,1600
175,b113413214726178db0c5c69ee70b8f4,2023-11-28T00:00:00,1,Ростов,2005,Петр,Иванов,0,Молоко 1%,1,100
176,bb2e5e13ed3ced9bbb740a116ca7aec8,2023-11-28T00:00:00,2,Ярославль,4216,Екатерина,Морозова,8,Лампочка LED,4,1200
177,7bca352b5b4e3352684774cee6b35e3c,2023-11-28T00:00:00,0,Москва,3916,Светлана,Орлова,3,Устройство для нагревания табака Трубка Мира,5,2500
178,0fad5cedac488c39948254936236e5da,2023-11-28T00:00:00,2,Ярославль,3315,Светлана,Волкова,5,Яблоко молодильное,3,1200
179,aa4c87a3e8ef282525d882c8023711ac,2023-11-28T00:00:00,0,Москва,4611,Екатерина,Егорова,1,Молоко 3%,4,480
180,0cb01841726d5dca81b5cf74ee86ed0a,2023-11-28T00:00:00,2,Ярославль,2114,Ольга,Федорова,7,Средство для мытья посуды,5,1000
181,7c3a385328e5bce03e7546b0877161be,2023-11-28T00:00:00,0,Москва,5701,Александр,Соколов,3,Устройство для нагревания табака Трубка Мира,2,1000
182,77f98a556793ee150e9584720486589b,2023-11-28T00:00:00,0,Москва,3411,Светлана,Алексеева,8,Лампочка LED,1,300
183,30eb23e1318c12886ccebc10a5b0e9ed,2023-11-28T00:00:00,2,Ярославль,319,Александра,Волкова,6,Яблоко,3,420
184,a1f5b4840073c272278c8242796507dd,2023-11-28T00:00:00,0,Москва,8714,Снежанна,Павлова,7,Средство для мытья посуды,5,1000
185,f51d3384d9972a11d3be67cc8cc250ec,2023-11-28T00:00:00,2,Ярославль,2902,Петр,Новиков,6,Яблоко,5,700
186,0fde2650eaaa912c1d2177f45f1ba44a,2023-11-28T00:00:00,0,Москва,8310,Снежанна,Волкова,5,Яблоко молодильное,3,1200
187,3fad14af3741b569b9c4f7d4cef77360,2023-11-28T00:00:00,2,Ярославль,6001,Алексей,Иванов,8,Лампочка LED,5,1500
188,680aca112ee5742a3d1452f75f53c426,2023-11-28T00:00:00,2,Ярославль,3806,Олег,Михайлов,5,Яблоко молодильное,1,400
189,f01bce96dec34c515581537bb1e23ea3,2023-11-28T00:00:00,2,Ярославль,4915,Екатерина,Орлова,8,Лампочка LED,5,1500
190,dfca7d0c8acbc864129fa780c139f2ce,2023-11-28T00:00:00,1,Ростов,2004,Петр,Иванов,3,Устройство для нагревания табака Трубка Мира,3,1500
191,bd2d57428dfa762331c4946e78a5126a,2023-11-28T00:00:00,0,Москва,6804,Алексей,Михайлов,10,Томаты,5,250
192,94e5c873298c1adf9f27530cd6f5749b,2023-11-28T00:00:00,2,Ярославль,3013,Светлана,Великая,10,Томаты,4,200
193,159ba16aee3026b6691e25ebcd4a7c01,2023-11-28T00:00:00,2,Ярославль,116,Александра,Федорова,11,Хлеб ржаной,1,20
194,d67fcd1b0b1ab7e52a1ceec62ac41edd,2023-11-28T00:00:00,1,Ростов,7918,Анна,Орлова,6,Яблоко,1,140
